时间,冷机3总有功功率,冷机4总有功功率,室外湿球温度,冷机3蒸发器压力,冷机3冷冻水出水温度,冷机3冷凝器小温差,冷机3蒸发器小温差,冷机4蒸发器压力,冷机4冷冻水出水温度,冷机4冷凝器小温差,冷机4蒸发器小温差
2025-08-18 06:30,69.96,56.04,15.96,339.3,12.1,1.3,0.2,338.6,12.1,0.8,0.3
2025-08-18 06:35,67.92,55.44,15.52,338.6,12.1,1.2,0.4,338.6,12.1,0.8,0.3
2025-08-18 06:40,66.48,59.28,15.58,338.6,11.9,1.1,0.2,333.1,12.0,0.8,0.6
2025-08-18 06:45,64.56,57.6,15.86,340.0,12.0,1.0,0.1,331.0,11.9,0.7,0.6
2025-08-18 06:50,66.6,55.44,17.29,338.6,11.9,1.1,0.2,336.6,12.1,0.7,0.4
2025-08-18 06:55,64.32,56.16,15.96,337.9,11.9,1.0,0.2,335.2,12.0,0.7,0.5
2025-08-18 07:00,66.24,58.68,16.15,337.9,12.0,1.2,0.3,333.1,11.9,0.7,0.5
2025-08-18 07:05,64.92,55.8,16.62,337.9,12.0,1.2,0.3,333.8,11.9,0.6,0.4
2025-08-18 07:10,67.56,54.96,16.51,337.9,11.9,1.2,0.2,329.0,12.1,1.0,0.9
2025-08-18 07:15,63.36,55.92,16.37,339.3,12.0,1.0,0.2,333.8,11.9,0.7,0.5
2025-08-18 07:20,66.96,60.12,16.12,337.9,12.0,1.1,0.3,333.1,11.9,0.6,0.6
2025-08-18 07:25,66.6,55.08,15.82,340.0,12.1,1.3,0.3,342.1,12.1,0.7,0.1
2025-08-18 07:30,65.4,57.72,15.45,338.6,11.9,1.0,0.1,331.0,11.9,0.9,0.6
2025-08-18 07:35,62.52,53.88,17.65,340.7,12.0,1.0,0.1,332.4,12.0,0.7,0.7
2025-08-18 07:40,65.4,55.08,16.98,338.6,12.0,1.1,0.2,335.9,11.9,0.7,0.3
2025-08-18 07:45,64.8,55.92,16.87,339.3,12.1,1.1,0.3,336.6,11.9,0.8,0.2
2025-08-18 07:50,64.92,55.08,16.14,337.9,12.0,1.1,0.2,335.9,11.9,0.6,0.3
2025-08-18 07:55,67.68,54.72,17.86,338.6,12.0,1.1,0.2,339.3,12.2,0.7,0.3
2025-08-18 08:00,62.52,56.28,17.02,338.6,11.9,1.0,0.1,335.2,11.9,0.7,0.3
2025-08-18 08:05,67.32,59.64,16.97,338.6,12.0,1.2,0.2,335.2,12.0,0.7,0.4
2025-08-18 08:10,65.28,56.04,17.53,337.9,12.0,1.0,0.3,333.1,12.0,0.7,0.6
2025-08-18 08:15,67.56,53.76,16.33,339.3,12.1,1.2,0.3,342.1,12.2,0.8,0.2
2025-08-18 08:20,63.36,55.08,16.57,338.6,12.0,1.1,0.2,332.4,11.8,0.7,0.5
2025-08-18 08:25,65.4,54.24,16.05,338.6,11.9,1.0,0.2,337.9,12.3,0.6,0.9
2025-08-18 08:30,63.0,55.8,16.83,340.0,12.0,1.1,0.1,333.8,11.8,0.7,0.4
2025-08-18 08:35,64.56,57.0,16.99,338.6,11.9,1.1,0.2,334.5,12.0,0.6,0.5
2025-08-18 08:40,66.0,54.48,17.7,338.6,12.1,1.2,0.3,337.2,12.1,0.9,0.6
2025-08-18 08:45,64.2,55.08,16.93,340.0,12.0,1.1,0.2,336.6,12.0,0.7,0.3
2025-08-18 08:50,65.52,55.44,16.93,337.9,11.9,1.0,0.2,332.4,11.9,0.7,0.4
2025-08-18 08:55,63.6,57.96,18.38,339.3,11.9,0.9,0.1,332.4,11.9,0.7,0.6
2025-08-18 09:00,65.28,53.76,18.36,338.6,12.1,1.2,0.3,338.6,12.1,0.7,0.3
2025-08-18 09:05,63.72,56.4,18.4,339.3,12.0,1.0,0.2,337.2,11.9,0.7,0.2
2025-08-18 09:10,66.6,56.76,18.22,338.6,12.1,1.2,0.3,337.9,12.1,0.7,0.4
2025-08-18 09:15,63.84,57.96,18.76,337.9,11.9,1.0,0.1,334.5,11.9,0.6,0.4
2025-08-18 09:20,66.72,53.4,18.33,339.3,12.0,1.2,0.1,337.2,12.2,0.9,0.4
2025-08-18 09:25,63.96,56.28,18.52,338.6,12.0,1.1,0.2,335.9,12.0,0.6,0.3
2025-08-18 09:30,66.6,59.28,18.65,336.6,12.0,1.1,0.3,332.4,11.9,0.7,0.6
2025-08-18 09:35,64.08,55.92,18.72,339.3,11.9,1.1,0.1,337.9,12.1,0.8,0.4
2025-08-18 09:40,65.52,61.56,18.57,340.0,12.0,1.0,0.2,336.6,11.9,0.6,0.3
2025-08-18 09:45,64.2,55.8,19.72,338.6,12.0,1.1,0.2,335.9,12.0,0.7,0.4
2025-08-18 09:50,66.12,58.8,18.65,337.9,12.0,1.1,0.3,334.5,11.9,0.7,0.5
2025-08-18 09:55,63.48,57.0,18.94,340.7,12.0,1.0,0.2,337.2,12.0,0.8,0.4
2025-08-18 10:00,63.72,59.76,19.27,338.6,11.9,1.0,0.1,334.5,11.9,0.6,0.3
2025-08-18 10:05,66.12,57.6,20.17,337.9,12.0,1.2,0.3,334.5,12.0,0.7,0.5
2025-08-18 10:10,63.0,54.84,19.9,337.9,11.9,1.0,0.1,333.8,12.0,0.8,0.6
2025-08-18 10:15,66.48,58.44,18.98,337.9,12.0,1.1,0.2,335.2,12.0,0.8,0.4
2025-08-18 10:20,65.4,58.44,19.02,337.2,12.0,1.1,0.3,335.2,12.0,0.6,0.4
2025-08-18 10:25,67.44,56.64,19.72,339.3,12.1,1.3,0.2,335.2,12.1,1.0,0.5
2025-08-18 10:30,65.76,57.84,19.5,337.9,12.0,1.1,0.2,335.2,12.1,0.7,0.4
2025-08-18 10:35,66.24,59.88,20.81,340.0,11.9,1.1,0.1,333.8,12.0,0.8,0.6
2025-08-18 10:40,63.96,55.2,19.62,340.0,12.1,1.1,0.2,336.6,12.0,0.7,0.3
2025-08-18 10:45,68.16,56.64,19.66,337.9,12.0,1.2,0.2,334.5,12.1,1.0,0.5
2025-08-18 10:50,64.44,57.6,19.82,338.6,12.0,1.1,0.2,334.5,12.1,0.8,0.5
2025-08-18 10:55,66.96,56.88,19.27,337.9,12.0,1.1,0.3,332.4,11.9,0.9,0.6
2025-08-18 11:00,63.12,56.64,19.62,340.0,12.0,1.0,0.2,335.2,12.0,0.9,0.4
2025-08-18 11:05,65.16,60.24,19.32,338.6,11.9,1.0,0.1,335.2,11.9,0.6,0.4
2025-08-18 11:10,64.8,57.24,19.0,337.9,12.0,1.1,0.3,333.1,12.1,0.7,0.7
2025-08-18 11:15,66.0,55.32,20.12,340.0,12.0,1.1,0.2,333.8,12.0,0.7,0.5
2025-08-18 11:20,64.2,54.48,20.75,339.3,12.0,1.0,0.2,335.2,11.9,0.7,0.2
2025-08-18 11:25,64.44,55.44,20.47,336.6,11.9,1.1,0.2,333.1,11.9,0.5,0.6
2025-08-18 11:30,67.32,54.96,20.57,340.0,12.0,1.1,0.1,341.4,12.1,0.8,0.2
2025-08-18 11:35,64.08,55.32,21.05,337.9,12.0,1.1,0.2,335.2,11.9,0.6,0.3
2025-08-18 11:40,65.64,57.36,19.79,341.4,12.1,1.3,0.1,334.5,12.0,0.9,0.5
2025-08-18 11:45,65.28,56.28,20.96,340.7,12.1,1.2,0.3,339.3,12.0,0.8,0.1
2025-08-18 11:50,69.24,57.12,20.82,337.9,11.9,1.1,0.2,334.5,12.1,0.9,0.5
2025-08-18 11:55,65.16,57.96,20.84,339.3,11.9,1.0,0.1,334.5,11.9,0.7,0.4
2025-08-18 12:00,69.12,56.04,20.82,340.0,12.1,1.2,0.3,333.1,12.1,1.0,0.8
2025-08-18 12:05,64.56,58.92,21.29,340.0,12.0,1.1,0.1,335.2,11.8,0.7,0.4
2025-08-18 12:10,71.04,64.56,21.35,336.6,11.9,1.2,0.2,336.6,12.3,1.0,1.0
2025-08-18 12:15,68.28,58.44,21.77,337.2,12.0,1.1,0.3,337.9,12.1,0.7,0.3
2025-08-18 12:20,67.68,59.64,20.75,338.6,11.9,1.1,0.1,333.8,11.9,0.7,0.4
2025-08-18 12:25,66.72,59.16,21.6,339.3,12.0,1.1,0.2,331.7,11.9,0.8,0.6
2025-08-18 12:30,69.6,65.76,20.29,338.6,11.9,1.2,0.1,329.7,12.1,0.9,0.8
2025-08-18 12:35,68.4,62.88,21.76,340.0,12.1,1.1,0.2,334.5,11.7,0.7,0.3
2025-08-18 12:40,70.68,61.56,21.18,337.9,12.0,1.2,0.2,335.2,11.9,0.7,0.3
2025-08-18 12:45,69.84,60.96,21.79,339.3,11.9,1.1,0.1,336.6,12.1,0.8,0.4
2025-08-18 12:50,67.68,64.32,21.46,338.6,11.9,1.0,0.0,329.7,11.8,0.8,0.7
2025-08-18 12:55,71.76,59.76,21.53,337.9,12.1,1.2,0.3,338.6,11.9,0.7,0.1
2025-08-18 13:00,70.56,64.2,20.8,337.9,12.0,1.1,0.3,333.8,12.1,0.8,0.8
2025-08-18 13:05,74.16,60.48,21.96,340.0,12.1,1.3,0.3,343.4,12.2,0.8,0.2
2025-08-18 13:10,69.6,67.68,22.13,338.6,11.9,1.0,0.1,331.0,11.7,0.6,0.5
2025-08-18 13:15,76.32,65.52,21.94,336.6,12.1,1.2,0.4,337.9,12.2,0.8,0.5
2025-08-18 13:20,70.08,63.84,22.5,338.6,11.9,1.1,0.2,335.2,12.1,0.8,0.4
2025-08-18 13:25,71.88,65.88,21.45,340.0,11.9,1.1,0.1,332.4,11.9,0.8,0.6
2025-08-18 13:30,73.2,63.84,20.93,338.6,12.1,1.2,0.3,337.9,12.0,0.7,0.2
2025-08-18 13:35,72.0,66.24,22.14,337.9,11.9,1.0,0.1,329.7,11.9,0.8,0.7
2025-08-18 13:40,71.76,64.92,21.79,338.6,12.1,1.1,0.3,336.6,12.1,0.7,0.4
2025-08-18 13:45,73.2,64.92,21.88,338.6,12.1,1.1,0.3,337.2,11.9,0.7,0.2
2025-08-18 13:50,72.24,65.52,21.45,339.3,11.9,1.1,0.0,331.7,11.9,0.8,0.4
2025-08-18 13:55,73.56,65.76,22.1,338.6,12.0,1.1,0.3,333.1,12.0,0.8,0.5
2025-08-18 14:00,74.88,69.0,22.53,340.7,12.1,1.2,0.2,344.1,11.7,0.6,-0.4
2025-08-18 14:05,72.6,70.8,22.09,338.6,12.0,1.0,0.2,331.0,11.8,0.7,0.5
2025-08-18 14:10,75.48,70.68,21.31,338.6,12.0,1.2,0.2,336.6,12.2,1.0,0.5
2025-08-18 14:15,70.2,64.8,22.34,340.0,12.0,1.0,0.1,333.1,11.9,0.9,0.6
2025-08-18 14:20,75.72,70.08,22.54,338.6,11.9,1.2,0.2,335.9,12.1,0.8,0.4
2025-08-18 14:25,72.0,71.4,22.12,340.0,11.9,1.1,0.1,332.4,12.0,0.8,0.6
2025-08-18 14:30,75.72,70.08,22.2,337.9,12.0,1.3,0.3,335.9,12.2,0.9,0.5
2025-08-18 14:35,70.68,70.92,22.26,340.0,11.9,1.0,0.1,333.8,11.9,0.7,0.4
2025-08-18 14:40,74.04,72.12,22.44,340.0,12.0,1.3,0.1,336.6,12.0,0.8,0.3
2025-08-18 14:45,72.84,72.12,22.92,338.6,12.0,1.2,0.3,335.9,11.9,0.8,0.4
2025-08-18 14:50,73.32,72.84,22.05,338.6,11.9,1.0,0.1,332.4,12.0,0.8,0.7
2025-08-18 14:55,74.04,69.96,22.7,340.0,12.1,1.2,0.2,340.0,12.1,0.9,0.2
2025-08-18 15:00,71.76,71.64,23.53,339.3,11.9,1.0,0.1,335.2,11.9,0.6,0.3
2025-08-18 15:05,78.6,71.76,22.56,337.2,12.1,1.3,0.4,337.9,12.0,0.8,0.2
2025-08-18 15:10,70.56,75.84,23.44,338.6,11.9,1.0,0.1,338.6,11.9,0.7,0.1
2025-08-18 15:15,76.08,72.72,22.8,338.6,12.0,1.3,0.2,334.5,12.0,0.8,0.5
2025-08-18 15:20,74.4,76.44,23.08,337.9,12.0,1.2,0.2,337.9,12.1,0.6,0.3
2025-08-18 15:25,73.92,72.6,23.85,338.6,11.9,1.0,0.1,335.2,12.1,0.8,0.5
2025-08-18 15:30,73.92,75.24,22.98,338.6,12.0,1.1,0.2,333.1,11.9,0.8,0.6
2025-08-18 15:35,76.32,73.2,23.27,338.6,12.0,1.1,0.2,333.8,12.1,0.9,0.6
2025-08-18 15:40,71.28,72.24,24.28,341.4,12.0,1.0,0.1,337.9,12.0,0.7,0.3
2025-08-18 15:45,74.76,75.36,24.13,340.7,11.9,1.1,0.0,332.4,11.9,0.8,0.4
2025-08-18 15:50,73.08,75.96,24.09,340.0,12.0,1.1,0.1,335.9,11.9,0.8,0.4
2025-08-18 15:55,78.0,77.04,24.07,337.2,12.0,1.3,0.3,334.5,11.9,0.7,0.4
2025-08-18 16:00,75.12,73.44,24.43,340.0,11.9,1.1,0.1,336.6,12.1,0.8,0.4
2025-08-18 16:05,75.0,77.64,23.23,339.3,11.9,1.1,0.1,331.0,11.8,0.7,0.3
2025-08-18 16:10,75.48,78.12,24.05,338.6,12.1,1.2,0.3,335.2,11.9,0.7,0.4
2025-08-18 16:15,74.52,75.0,23.26,339.3,11.9,1.1,0.1,334.5,11.9,0.6,0.3
2025-08-18 16:20,78.48,75.84,23.27,337.9,12.1,1.2,0.4,337.9,12.1,0.8,0.3
2025-08-18 16:25,74.64,74.88,23.11,338.6,11.9,1.0,0.1,335.9,11.8,0.5,0.2
2025-08-18 16:30,78.6,76.68,22.95,337.9,12.1,1.3,0.3,335.9,12.1,0.9,0.7
2025-08-18 16:35,73.32,70.44,23.47,338.6,11.9,1.1,0.1,340.0,12.1,0.9,0.3
2025-08-18 16:40,77.16,78.72,24.47,338.6,12.0,1.3,0.2,335.2,11.9,0.8,0.3
2025-08-18 16:45,76.56,77.88,24.85,338.6,12.0,1.2,0.2,334.5,12.1,0.9,0.7
2025-08-18 16:50,77.64,73.8,24.8,340.7,11.9,1.1,0.1,335.2,12.1,0.8,0.5
2025-08-18 16:55,76.68,77.16,24.61,338.6,11.9,1.1,0.1,334.5,11.9,0.6,0.4
2025-08-18 17:00,79.8,82.68,24.45,337.9,11.9,1.1,0.2,329.7,11.9,1.0,0.7
2025-08-18 17:05,75.36,73.44,24.57,340.0,11.9,1.1,0.1,336.6,12.0,0.6,0.3
2025-08-18 17:10,78.72,80.04,24.42,338.6,11.9,1.2,0.2,331.7,11.9,0.8,0.6
2025-08-18 17:15,77.52,76.32,24.46,338.6,12.0,1.1,0.2,331.7,12.0,1.0,0.6
2025-08-18 17:20,79.08,77.52,24.63,337.9,12.0,1.2,0.2,335.2,11.9,0.7,0.2
2025-08-18 17:25,78.48,78.6,24.37,340.0,12.0,1.3,0.2,335.9,12.0,0.7,0.3
2025-08-18 17:30,76.8,79.56,24.54,340.0,12.0,1.1,0.1,336.6,11.9,0.6,0.3
2025-08-18 17:35,77.52,77.52,23.37,340.0,12.0,1.2,0.1,335.2,11.9,0.7,0.3
2025-08-18 17:40,78.0,75.72,24.62,337.9,12.0,1.0,0.3,335.9,12.0,0.7,0.4
2025-08-18 17:45,77.88,74.04,23.69,338.6,12.1,1.1,0.3,339.3,12.1,0.8,0.3
2025-08-18 17:50,75.72,79.56,24.31,338.6,11.9,1.0,0.1,333.1,11.8,0.6,0.5
2025-08-18 17:55,81.0,76.2,24.51,338.6,12.1,1.4,0.2,340.0,12.2,1.1,0.3
2025-08-18 18:00,75.24,77.28,24.75,338.6,11.9,1.1,0.1,340.0,12.1,0.5,0.1
2025-08-18 18:05,79.56,79.56,24.36,337.9,11.9,1.1,0.2,330.3,12.1,0.9,0.8
2025-08-18 18:10,74.64,72.12,23.68,337.9,12.1,1.2,0.4,336.6,12.1,0.8,0.6
2025-08-18 18:15,76.92,75.6,24.55,338.6,12.0,1.1,0.3,335.2,12.0,0.7,0.5
2025-08-18 18:20,78.0,76.32,24.91,340.0,12.1,1.3,0.1,337.9,12.1,0.9,0.3
2025-08-18 18:25,74.52,76.44,24.27,338.6,11.9,1.0,0.2,332.4,12.0,0.7,0.7
2025-08-18 18:30,74.88,72.36,23.87,340.0,11.9,1.1,0.0,333.1,12.0,0.9,0.7
2025-08-18 18:35,75.84,76.32,24.64,340.0,11.9,1.1,0.1,336.6,12.0,0.9,0.4
2025-08-18 18:40,73.8,74.28,24.91,339.3,12.0,1.0,0.2,335.9,11.8,0.5,0.3
2025-08-18 18:45,77.88,76.68,24.09,339.3,12.1,1.1,0.3,333.8,12.0,0.8,0.6
2025-08-18 18:50,73.68,72.72,25.08,338.6,12.0,1.0,0.1,337.9,12.1,0.7,0.3
2025-08-18 18:55,77.88,75.96,25.39,338.6,11.9,1.0,0.2,329.0,11.8,0.8,0.8
2025-08-18 19:00,73.2,74.28,24.32,338.6,12.1,1.2,0.3,336.6,12.2,0.9,0.6
2025-08-18 19:05,72.24,77.64,23.63,340.0,11.9,1.0,0.1,336.6,11.9,0.4,0.3
2025-08-18 19:10,75.72,77.4,24.15,340.7,12.1,1.3,0.3,337.9,11.9,0.8,0.2
2025-08-18 19:15,75.0,76.68,24.26,338.6,12.1,1.1,0.3,337.9,11.9,0.7,0.2
2025-08-18 19:20,74.4,73.2,24.21,338.6,11.9,1.1,0.0,335.9,12.1,0.9,0.4
2025-08-18 19:25,73.44,72.72,24.73,340.0,11.9,1.0,0.1,336.6,11.9,0.6,0.3
2025-08-18 19:30,77.4,74.04,24.58,338.6,12.1,1.3,0.3,336.6,12.1,0.9,0.5
2025-08-18 19:35,73.56,70.8,24.71,337.9,12.0,1.1,0.2,337.9,12.1,0.7,0.4
2025-08-18 19:40,74.16,73.68,23.81,337.9,11.9,1.1,0.1,333.1,11.9,0.9,0.5
2025-08-18 19:45,73.56,76.8,24.25,340.0,12.0,1.1,0.0,331.0,11.9,0.8,0.6
2025-08-18 19:50,75.36,75.36,24.17,340.0,12.0,1.1,0.1,337.2,11.9,0.7,0.1
2025-08-18 19:55,75.0,71.76,23.55,339.3,12.0,1.1,0.2,337.9,12.0,0.6,0.3
2025-08-18 20:00,73.56,74.76,24.0,338.6,11.9,1.0,0.1,331.0,11.8,0.8,0.6
2025-08-18 20:05,76.68,74.28,23.3,337.9,12.1,1.2,0.3,335.9,12.1,0.9,0.5
2025-08-18 20:10,73.32,70.92,22.84,338.6,12.0,1.1,0.3,337.2,12.0,0.7,0.3
2025-08-18 20:15,76.32,74.04,22.74,337.9,12.0,1.2,0.3,335.9,12.1,0.9,0.4
2025-08-18 20:20,73.92,74.4,22.53,338.6,11.9,1.0,0.1,333.1,11.9,0.6,0.5
2025-08-18 20:25,77.4,73.68,23.72,337.9,12.1,1.4,0.4,336.6,12.1,0.9,0.5
2025-08-18 20:30,74.64,68.76,23.55,337.9,12.0,1.1,0.3,337.9,12.1,0.7,0.3
2025-08-18 20:35,75.84,73.92,23.68,337.9,12.0,1.1,0.2,331.7,11.9,0.8,0.6
2025-08-18 20:40,74.52,73.08,23.57,337.9,12.1,1.2,0.4,335.2,12.1,0.7,0.7
2025-08-18 20:45,75.0,70.8,23.28,338.6,12.0,1.2,0.2,334.5,12.1,0.8,0.5
2025-08-18 20:50,73.32,73.8,23.73,339.3,12.0,1.1,0.2,336.6,11.9,0.6,0.3
2025-08-18 20:55,75.24,75.48,23.53,339.3,11.9,1.2,0.0,331.0,11.9,0.9,0.6
2025-08-18 21:00,73.8,68.04,23.35,340.0,12.1,1.2,0.2,340.7,12.1,0.8,0.2
2025-08-18 21:05,73.92,72.96,23.69,338.6,11.9,1.1,0.1,333.8,11.8,0.6,0.5
2025-08-18 21:10,73.08,71.52,23.53,338.6,11.9,1.1,-0.1,331.0,11.9,0.9,0.5
2025-08-18 21:15,74.04,71.04,23.62,337.9,12.0,1.1,0.2,335.9,11.9,0.6,0.3
2025-08-18 21:20,75.84,71.64,23.4,338.6,12.1,1.2,0.3,337.9,12.1,0.8,0.3
2025-08-18 21:25,73.56,72.84,23.3,337.9,11.9,1.0,0.1,334.5,11.9,0.7,0.5
2025-08-18 21:30,75.48,72.84,23.02,337.9,12.1,1.3,0.4,335.9,12.1,0.7,0.4
2025-08-18 21:35,73.92,71.16,23.03,338.6,11.9,1.0,0.1,334.5,12.0,0.6,0.4
2025-08-18 21:40,76.2,71.88,22.81,338.6,12.1,1.2,0.3,337.9,12.1,0.9,0.4
2025-08-18 21:45,73.68,75.24,22.96,338.6,12.0,0.9,0.2,333.1,11.8,0.7,0.3
2025-08-18 21:50,78.0,72.96,24.07,338.6,12.0,1.3,0.2,335.9,12.2,1.0,0.5
2025-08-18 21:55,73.08,70.32,24.13,338.6,12.0,1.1,0.2,338.6,12.0,0.6,0.2
2025-08-18 22:00,76.44,70.44,24.86,338.6,12.0,1.1,0.2,333.8,12.1,0.7,0.7
2025-08-18 22:05,73.92,71.52,23.47,341.4,12.1,1.3,0.2,342.8,12.2,0.7,0.1
2025-08-18 22:10,75.6,72.36,24.01,338.6,11.9,1.1,0.2,336.6,12.0,0.6,0.3
2025-08-18 22:15,75.24,73.32,24.18,338.6,11.9,1.1,0.1,331.7,12.0,0.9,0.8
2025-08-18 22:20,74.88,74.4,24.33,338.6,11.9,1.1,0.1,329.7,12.0,0.9,0.7
2025-08-18 22:25,74.04,74.04,24.88,340.0,12.1,1.1,0.2,337.9,11.9,0.6,0.2
2025-08-18 22:30,78.96,76.32,24.64,339.3,12.1,1.3,0.4,336.6,12.0,0.9,0.3
2025-08-18 22:35,72.96,74.76,24.59,338.6,11.9,1.1,0.0,335.2,12.0,0.8,0.4
2025-08-18 22:40,75.72,77.4,24.43,339.3,12.0,1.2,0.2,331.7,11.8,0.7,0.5
2025-08-18 22:45,76.68,73.2,25.19,340.0,12.1,1.3,0.2,340.0,12.1,0.9,0.2
2025-08-18 22:50,74.04,81.0,24.7,340.0,11.9,1.1,0.1,335.9,11.7,0.5,0.0
2025-08-18 22:55,79.8,77.76,24.06,337.9,12.1,1.3,0.3,334.5,12.1,0.9,0.5
2025-08-18 23:00,74.52,75.12,24.16,340.0,12.0,1.1,0.2,339.3,11.9,0.6,0.1
2025-08-18 23:05,78.72,78.0,25.18,338.6,12.1,1.2,0.3,335.9,11.9,0.7,0.2
2025-08-18 23:10,76.32,77.88,24.47,338.6,11.9,1.1,0.1,334.5,12.1,0.9,0.5
2025-08-18 23:15,80.28,72.6,25.0,340.0,12.1,1.4,0.3,338.6,12.2,1.0,0.4
2025-08-18 23:20,77.64,76.32,25.5,336.6,11.9,1.1,0.2,336.6,11.9,0.7,0.2
2025-08-18 23:25,76.56,80.52,25.45,341.4,12.2,1.2,0.4,331.7,12.0,1.0,0.7
2025-08-18 23:30,78.36,77.4,25.02,337.9,11.9,1.1,0.2,335.9,12.1,0.8,0.4
2025-08-18 23:35,79.32,80.28,24.47,339.3,12.1,1.2,0.2,331.0,12.1,1.0,0.9
2025-08-18 23:40,80.28,79.68,24.62,338.6,11.9,1.2,0.1,337.9,12.1,0.7,0.4
2025-08-18 23:45,81.6,85.32,24.91,337.2,11.9,1.3,0.2,333.1,11.8,0.7,0.5
2025-08-18 23:50,81.36,83.16,24.76,337.9,11.9,1.2,0.2,332.4,12.1,1.0,0.7
2025-08-18 23:55,82.2,82.2,26.22,339.3,12.0,1.2,0.1,335.9,11.9,0.8,0.2
2025-08-19 00:00,81.48,85.92,25.37,337.9,11.9,1.1,0.1,335.2,11.9,0.6,0.4
2025-08-19 00:05,82.56,87.48,25.08,340.0,12.1,1.2,0.2,333.8,12.0,0.9,0.6
2025-08-19 00:10,79.92,77.88,24.9,341.4,11.9,1.0,0.0,336.6,12.1,0.8,0.3
2025-08-19 00:15,84.72,83.28,25.61,337.2,11.9,1.2,0.3,335.2,11.8,0.5,0.4
2025-08-19 00:20,81.6,82.92,25.69,341.4,12.1,1.2,0.2,335.2,12.1,1.0,0.5
2025-08-19 00:25,82.68,79.92,25.13,337.9,11.8,1.0,0.1,336.6,12.0,0.6,0.3
2025-08-19 00:30,83.4,86.88,26.13,340.0,12.1,1.2,0.2,335.2,12.0,0.9,0.4
2025-08-19 00:35,84.12,85.2,26.23,336.6,11.9,1.1,0.2,333.1,12.1,0.8,0.7
2025-08-19 00:40,80.76,82.56,25.13,342.1,12.1,1.1,0.1,336.6,12.1,0.7,0.4
2025-08-19 00:45,83.04,81.6,25.0,339.3,11.9,1.2,0.2,339.3,12.1,0.6,0.3
2025-08-19 00:50,83.76,88.92,24.45,340.0,12.1,1.2,0.2,333.8,12.1,1.0,0.6
2025-08-19 00:55,81.72,81.12,24.72,339.3,11.9,1.0,0.1,334.5,12.1,0.8,0.5
2025-08-19 01:00,83.76,86.88,25.38,337.9,12.1,1.1,0.4,333.1,12.0,0.9,0.6
2025-08-19 01:05,81.96,86.88,24.73,340.7,11.9,1.1,0.0,337.9,11.9,0.6,0.2
2025-08-19 01:10,83.4,87.24,25.42,337.9,12.1,1.2,0.3,331.7,12.1,0.9,0.7
2025-08-19 01:15,81.72,78.36,25.15,339.3,11.9,1.1,0.1,334.5,12.1,0.8,0.6
2025-08-19 01:20,84.36,89.28,24.37,337.9,12.0,1.2,0.3,331.7,11.9,0.7,0.6
2025-08-19 01:25,81.12,84.12,24.41,338.6,12.0,1.1,0.2,333.1,12.0,0.7,0.6
2025-08-19 01:30,82.68,86.28,24.54,339.3,12.1,1.1,0.3,334.5,11.9,0.7,0.4
2025-08-19 01:35,81.36,84.12,24.8,339.3,12.1,1.1,0.2,335.2,12.1,0.8,0.4
2025-08-19 01:40,84.12,89.76,25.79,336.6,11.9,1.1,0.2,335.9,11.8,0.5,0.2
2025-08-19 01:45,80.64,86.28,24.58,341.4,12.1,1.1,0.0,333.8,12.1,0.9,0.6
2025-08-19 01:50,81.84,81.48,25.58,338.6,11.9,1.1,0.1,337.9,12.1,0.7,0.4
2025-08-19 01:55,81.48,81.48,24.47,340.7,12.1,1.2,0.2,337.9,11.9,0.7,0.2
2025-08-19 02:00,81.24,83.28,24.16,338.6,12.0,1.1,0.2,335.2,11.9,0.7,0.3
2025-08-19 02:05,80.28,77.64,24.77,340.7,12.1,1.2,0.3,338.6,12.1,0.8,0.3
2025-08-19 02:10,81.48,85.2,24.57,336.6,11.9,1.1,0.2,335.9,11.9,0.6,0.3
2025-08-19 02:15,79.68,83.16,24.8,340.7,12.1,1.1,0.2,332.4,12.1,1.0,0.8
2025-08-19 02:20,80.64,79.8,24.64,338.6,11.9,1.0,0.1,337.9,12.1,0.7,0.4
2025-08-19 02:25,78.36,81.36,24.7,340.0,12.2,1.1,0.4,333.8,12.1,0.9,0.6
2025-08-19 02:30,79.2,83.16,24.04,337.2,11.9,1.1,0.2,331.0,12.1,0.9,0.8
2025-08-19 02:35,78.96,81.84,24.66,341.4,12.1,1.1,0.1,333.8,12.0,0.8,0.6
2025-08-19 02:40,79.92,78.48,24.72,339.3,11.9,1.1,0.1,337.9,12.1,0.8,0.4
2025-08-19 02:45,81.96,83.16,23.46,337.9,12.1,1.2,0.3,333.1,11.9,0.9,0.4
2025-08-19 02:50,80.16,81.72,24.2,337.2,11.9,1.1,0.2,333.1,12.0,0.8,0.7
2025-08-19 02:55,79.56,82.2,23.58,340.0,12.1,1.1,0.2,335.9,11.9,0.7,0.2
2025-08-19 03:00,79.32,78.6,24.28,340.0,12.0,1.2,0.1,339.3,12.1,0.7,0.3
2025-08-19 03:05,80.28,83.64,23.86,337.9,11.9,1.1,0.2,333.1,11.9,0.6,0.6
2025-08-19 03:10,78.48,80.64,23.93,342.8,11.9,1.1,-0.1,337.9,12.0,0.8,0.2
2025-08-19 03:15,80.04,85.2,23.26,338.6,12.0,1.1,0.2,340.0,12.1,0.6,0.2
2025-08-19 03:20,78.96,81.0,24.51,340.7,12.1,1.2,0.2,334.5,12.1,0.8,0.6
2025-08-19 03:25,79.56,78.72,24.19,337.9,11.9,1.1,0.2,335.2,11.9,0.8,0.2
